,Name,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Genus,Species,Population size,Life span,Top speed,Weight,Height,Length
20707,Stilt sandpiper,Animalia,Chordata,,Aves,Charadriiformes,,Scolopacidae,Calidris,Calidris himantopus,,,,,,
20708,Burchell's coucal,Animalia,Chordata,,Aves,Cuculiformes,,Cuculidae,Centropus,Centropus burchellii,,,,,,
20709,Yellow-fronted canary,Animalia,Chordata,,Aves,Passeriformes,,Fringillidae,Crithagra,Crithagra mozambica,,,,,,
20710,Cape eagle-owl,Animalia,Chordata,,Aves,Strigiformes,,Strigidae,Bubo,Bubo capensis,,,,,,
20711,Scottish crossbill,Animalia,Chordata,,Aves,Passeriformes,,Fringillidae,Loxia,Loxia scotica,,,,,,
20712,Eastern yellow wagtail,Animalia,Chordata,,Aves,Passeriformes,,Motacillidae,Motacilla,Motacilla tschutschensis,,,,,,
20713,Northern red bishop,Animalia,Chordata,,Aves,Passeriformes,,Ploceidae,Euplectes,Euplectes franciscanus,,,,,,
20714,African collared dove,Animalia,Chordata,,Aves,Columbiformes,,Columbidae,Streptopelia,Streptopelia roseogrisea,,,,150-160 g,,260-270 mm
20715,Eastern jungle crow,Animalia,Chordata,,Aves,Passeriformes,,Corvidae,Corvus,Corvus levaillantii,,,,,,
20716,Collared flycatcher,Animalia,Chordata,,Aves,Passeriformes,,Muscicapidae,Ficedula,Ficedula albicollis,,,,,,
20717,Blue-eared kingfisher,Animalia,Chordata,,Aves,Coraciiformes,Alcedini,Alcedinidae,Alcedo,Alcedo meninting,,,,,,
20718,Brewer's sparrow,Animalia,Chordata,,Aves,Passeriformes,,Passerellidae,Spizella,Spizella breweri,,,,8.9-11.8 g,,12.5-15 cm
20719,Taiga bean goose,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Anser,Anser fabalis,,,,2.8-3.4 kg,,65-90 cm
20720,Japanese waxwing,Animalia,Chordata,,Aves,Passeriformes,,Bombycillidae,Bombycilla,Bombycilla japonica,,,,,,
20721,Red siskin,Animalia,Chordata,,Aves,Passeriformes,,Fringillidae,Spinus,Spinus cucullatus,,,,,,
20722,Shovel-billed kookaburra,Animalia,Chordata,,Aves,Coraciiformes,Alcedini,Alcedinidae,Clytoceyx,Clytoceyx rex,,,,,,
20723,Rock sparrow,Animalia,Chordata,,Aves,Passeriformes,,Passeridae,Petronia,Petronia petronia,,,,,,
20724,Cotton pygmy goose,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Nettapus,Nettapus coromandelianus,,,,,,
20725,Orange-footed scrubfowl,Animalia,Chordata,,Aves,Galliformes,,Megapodiidae,Megapodius,Megapodius reinwardt,,,,,,
20726,Red-Browed Finch,Animalia,Chordata,,Aves,Passeriformes,,Estrildidae,Neochmia,Neochmia temporalis,Unknown,6-7 yrs,,8-14.6 g,,11-12 cm
20727,Eastern rockhopper penguin,Animalia,Chordata,,Aves,Sphenisciformes,,Spheniscidae,Eudyptes,Eudyptes chrysocome filholi,,,,,,
20728,Narcondam hornbill,Animalia,Chordata,,Aves,Bucerotiformes,,Bucerotidae,Rhyticeros,Rhyticeros narcondami,,,,,,
20729,Albert's lyrebird,Animalia,Chordata,,Aves,Passeriformes,,Menuridae,Menura,Menura alberti,,,,,,
20730,Western wood pewee,Animalia,Chordata,,Aves,Passeriformes,,Tyrannidae,Contopus,Contopus sordidulus,,8 years,,13 g,,133.35-165.1 mm
20731,White-cheeked pintail,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Anas,Anas bahamensis,,,,503-569 g,,38-51 cm
20732,Barbary partridge,Animalia,Chordata,,Aves,Galliformes,,Phasianidae,Alectoris,Alectoris barbara,,,,,,
20733,Standardwing bird-of-paradise,Animalia,Chordata,,Aves,Passeriformes,,Paradisaeidae,Semioptera,Semioptera wallacii,,,,,,
20734,Black-banded owl,Animalia,Chordata,,Aves,Strigiformes,,Strigidae,Ciccaba,Strix huhula,,,,,,
20735,Tickell's blue flycatcher,Animalia,Chordata,,Aves,Passeriformes,,Muscicapidae,Cyornis,Cyornis tickelliae,,,,,,
20736,Ferruginous Pygmy Owl,Animalia,Chordata,,Aves,Strigiformes,,Strigidae,Glaucidium,Glaucidium brasilianum,50 mln,6-7 yrs,,62-76 g,,15-18 cm
20737,Mediterranean gull,Animalia,Chordata,,Aves,Charadriiformes,,Laridae,Larus,Ichthyaetus melanocephalus,,,,,,
20738,Antarctic petrel,Animalia,Chordata,,Aves,Procellariiformes,,Procellariidae,Thalassoica,Thalassoica antarctica,,,,,,
20739,Australian shelduck,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Tadorna,Tadorna tadornoides,,,,,,
20740,Brandt's cormorant,Animalia,Chordata,,Aves,Suliformes,,Phalacrocoracidae,Urile,Phalacrocorax penicillatus,,,,,,
20741,Okinawa rail,Animalia,Chordata,,Aves,Gruiformes,,Rallidae,Hypotaenidia,Hypotaenidia okinawae,,,,,,
20742,Diamond firetail,Animalia,Chordata,,Aves,Passeriformes,,Estrildidae,Stagonopleura,Stagonopleura guttata,,,,17 g,,12 cm
20743,White-fronted amazon,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Amazona,Amazona albifrons,,,,,,
20744,Javan green magpie,Animalia,Chordata,,Aves,Passeriformes,,Corvidae,Cissa,Cissa thalassina,,,,,,
20745,Light-vented bulbul,Animalia,Chordata,,Aves,Passeriformes,,Pycnonotidae,Pycnonotus,Pycnonotus sinensis,,,,,,
20746,Barred eagle-owl,Animalia,Chordata,,Aves,Strigiformes,,Strigidae,Bubo,Bubo sumatranus,,,,,,
20747,Double-barred finch,Animalia,Chordata,,Aves,Passeriformes,,Estrildidae,Taeniopygia,Stizoptera bichenovii,,,,,,
20748,Short-billed dowitcher,Animalia,Chordata,,Aves,Charadriiformes,,Scolopacidae,Limnodromus,Limnodromus griseus,,,,,,
20749,Buff-breasted sandpiper,Animalia,Chordata,,Aves,Charadriiformes,,Scolopacidae,Calidris,Calidris subruficollis,,,,,,
20750,Crested kingfisher,Animalia,Chordata,,Aves,Coraciiformes,Alcedini,Alcedinidae,Megaceryle,Megaceryle lugubris,,,,,,
20751,Milky Stork,Animalia,Chordata,,Aves,Ciconiiformes,,Ciconiidae,Mycteria,Mycteria cinerea,"1,500",12 yrs,,,91-97 cm,
20752,Letter-winged kite,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Elanus,Elanus scriptus,,,,,,
20753,Bornean peacock-pheasant,Animalia,Chordata,,Aves,Galliformes,,Phasianidae,Polyplectron,Polyplectron schleiermacheri,,,,,,
20754,Black-throated gray warbler,Animalia,Chordata,,Aves,Passeriformes,,Parulidae,Setophaga,Setophaga nigrescens,,,,,,
20755,Grey crow,Animalia,Chordata,,Aves,Passeriformes,,Corvidae,Corvus,Corvus tristis,,,,,,
20756,Common bronzewing,Animalia,Chordata,,Aves,Columbiformes,,Columbidae,Phaps,Phaps chalcoptera,,,,,,
20757,Red-winged parrot,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Aprosmictus,Aprosmictus erythropterus,,,,,,
20758,Mourning warbler,Animalia,Chordata,,Aves,Passeriformes,,Parulidae,Geothlypis,Geothlypis philadelphia,,,,13 g,,11.15-13.38 cm
20759,Green-rumped parrotlet,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Forpus,Forpus passerinus,,,,,,
20760,Hammond's flycatcher,Animalia,Chordata,,Aves,Passeriformes,,Tyrannidae,Empidonax,Empidonax hammondii,,,,,,
20761,Little black cormorant,Animalia,Chordata,,Aves,Suliformes,,Phalacrocoracidae,Phalacrocorax,Phalacrocorax sulcirostris,,,,,,
20762,Black-capped kingfisher,Animalia,Chordata,,Aves,Coraciiformes,Alcedini,Alcedinidae,Halcyon,Halcyon pileata,,,,,,
20763,Malabar whistling thrush,Animalia,Chordata,,Aves,Passeriformes,,Muscicapidae,Myophonus,Myophonus horsfieldii,,,,,,
20764,Whiskered Screech Owl,Animalia,Chordata,,Aves,Strigiformes,,Strigidae,Megascops,Megascops trichopsis,"200,000",13 yrs,,85-98 g,,17.5-19 cm
20765,Lesser cuckoo,Animalia,Chordata,,Aves,Cuculiformes,,Cuculidae,Cuculus,Cuculus poliocephalus,,,,,,
20766,Watercock,Animalia,Chordata,,Aves,Gruiformes,,Rallidae,Gallicrex,Gallicrex cinerea,,,,,,
20767,Black-cheeked lovebird,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Agapornis,Agapornis nigrigenis,,,,,,
20768,Pelagic Cormorant,Animalia,Chordata,,Aves,Suliformes,,Phalacrocoracidae,Phalacrocorax,Phalacrocorax pelagicus,"400,000",18 yrs,,1474-2438 g,,64-89 cm
20769,Socotra cormorant,Animalia,Chordata,,Aves,Suliformes,,Phalacrocoracidae,Phalacrocorax,Phalacrocorax nigrogularis,,,,,,
20770,Myrtle warbler,Yellow-rumped warbler,,,Animalia,Chordata,,Aves,Passeriformes,Parulidae,,,,,,
20771,Black-collared lovebird,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Agapornis,Agapornis swindernianus,,,,,,
20772,Lesser bird-of-paradise,Animalia,Chordata,,Aves,Passeriformes,,Paradisaeidae,Paradisaea,Paradisaea minor,,,,,,
20773,Scarlet minivet,Animalia,Chordata,,Aves,Passeriformes,,Campephagidae,Pericrocotus,Pericrocotus speciosus,,,,,,
20774,Chimango caracara,Animalia,Chordata,,Aves,Falconiformes,,Falconidae,Phalcoboenus,Milvago chimango,,,,,,
20775,Bronze mannikin,Animalia,Chordata,,Aves,Passeriformes,,Estrildidae,Spermestes,Spermestes cucullata,,,,,,
20776,African goshawk,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Accipiter,Accipiter tachiro,,,,,,
20777,Brown-headed gull,Animalia,Chordata,,Aves,Charadriiformes,,Laridae,Larus,Chroicocephalus brunnicephalus,,,,,,
20778,Sooty albatross,Animalia,Chordata,,Aves,Procellariiformes,,Diomedeidae,Phoebetria,Phoebetria fusca,,,,,,
20779,Crested fireback,Animalia,Chordata,,Aves,Galliformes,,Phasianidae,Lophura,Lophura ignita,,,,,,
20780,Rivoli's hummingbird,Animalia,Chordata,,Aves,Apodiformes,,Trochilidae,Eugenes,Eugenes fulgens,,,,,,
20781,Spotted crake,Animalia,Chordata,,Aves,Gruiformes,,Rallidae,Porzana,Porzana porzana,,,,,,
20782,Black-collared barbet,Animalia,Chordata,,Aves,Piciformes,,Lybiidae,Lybius,Lybius torquatus,,,,,,
20783,Indian blue robin,Animalia,Chordata,,Aves,Passeriformes,,Muscicapidae,Larvivora,Larvivora brunnea,,,,,,
20784,Great knot,Animalia,Chordata,,Aves,Charadriiformes,,Scolopacidae,Calidris,Calidris tenuirostris,,,,,,
20785,Russet sparrow,Animalia,Chordata,,Aves,Passeriformes,,Passeridae,Passer,Passer cinnamomeus,,,,,,
20786,Henslow's Sparrow,Animalia,Chordata,,Aves,Passeriformes,,Passerellidae,Centronyx,Centronyx henslowii,390-410 thou,6.6 yrs,,10-15 g,,11-13 cm
20787,Carib grackle,Animalia,Chordata,,Aves,Passeriformes,,Icteridae,Quiscalus,Quiscalus lugubris,,,,,,
20788,Red-capped parrot,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Purpureicephalus,Purpureicephalus spurius,,,,,,
20789,Palmchat,Animalia,Chordata,,Aves,Passeriformes,,Dulidae,Dulus,Dulus dominicus,,,,,,
20790,Wahlberg's eagle,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Hieraaetus,Hieraaetus wahlbergi,,,,,,
20791,Golden-headed cisticola,Animalia,Chordata,,Aves,Passeriformes,,Cisticolidae,Cisticola,Cisticola exilis,,,,,,
20792,Chinese sparrowhawk,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Accipiter,Accipiter soloensis,,,,,,
20793,Club-winged manakin,Animalia,Chordata,,Aves,Passeriformes,,Pipridae,Machaeropterus,Machaeropterus deliciosus,,,,,,
20794,Madagascan pochard,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Aythya,Aythya innotata,,,,,,
20795,Crested shelduck,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Tadorna,Tadorna cristata,,,,,,
20796,Blacksmith Lapwing,Animalia,Chordata,,Aves,Charadriiformes,,Charadriidae,Vanellus,Vanellus armatus,Unknown,10-20 yrs,,,31 cm,
20797,Swallow-tailed gull,Animalia,Chordata,,Aves,Charadriiformes,,Laridae,Creagrus,Creagrus furcatus,,,,,,
20798,Laughing falcon,Animalia,Chordata,,Aves,Falconiformes,,Falconidae,Herpetotheres,Herpetotheres cachinnans,,,,400-800 g,,40-47 cm
20799,White-tipped dove,Animalia,Chordata,,Aves,Columbiformes,,Columbidae,Leptotila,Leptotila verreauxi,,,,,,
20800,Greater flameback,Animalia,Chordata,,Aves,Piciformes,,Picidae,Chrysocolaptes,Chrysocolaptes guttacristatus,,,,,,
20801,African blue tit,Animalia,Chordata,,Aves,Passeriformes,,Paridae,Cyanistes,Cyanistes teneriffae,,,,,,
20802,Eurasian three-toed woodpecker,Animalia,Chordata,,Aves,Piciformes,,Picidae,Picoides,Picoides tridactylus,,,,54-75 g,,
20803,Sharp-tailed sandpiper,Animalia,Chordata,,Aves,Charadriiformes,,Scolopacidae,Calidris,Calidris acuminata,,,,,,
20804,Purple starling,Animalia,Chordata,,Aves,Passeriformes,,Sturnidae,Lamprotornis,Lamprotornis purpureus,,,,,,
20805,Golden-headed quetzal,Animalia,Chordata,,Aves,Trogoniformes,,Trogonidae,Pharomachrus,Pharomachrus auriceps,,,,154-182 g,,
20806,Slender-billed crow,Animalia,Chordata,,Aves,Passeriformes,,Corvidae,Corvus,Corvus enca,,,,,,
20807,Cape parrot,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Poicephalus,Poicephalus robustus,,,,,,
20808,Bumblebee hummingbird,Animalia,Chordata,,Aves,Apodiformes,,Trochilidae,Atthis,Selasphorus heloisa,,,,,,
20809,Daurian jackdaw,Animalia,Chordata,,Aves,Passeriformes,,Corvidae,Corvus,Coloeus dauuricus,,,,,,
20810,Indian blackbird,Animalia,Chordata,,Aves,Passeriformes,,Turdidae,Turdus,Turdus simillimus,,,,,,
20811,Yellowhead,Animalia,Chordata,,Aves,Passeriformes,,Mohouidae,Mohoua,Mohoua ochrocephala,,,,,,
20812,Helmeted honeyeater,Yellow-tufted honeyeater,,,Animalia,Chordata,,Aves,Passeriformes,Meliphagidae,,,,,,
20813,Marbled duck,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Marmaronetta,Marmaronetta angustirostris,,,,,,
20814,White-bellied woodpecker,Animalia,Chordata,,Aves,Piciformes,,Picidae,Dryocopus,Dryocopus javensis,,,,,,
20815,Bat Falcon,Animalia,Chordata,,Aves,Falconiformes,,Falconidae,Falco,Falco rufigularis,"500,000-5 M",12-18 yrs,,110-240 g,,23-30.5 cm
20816,African grass owl,Animalia,Chordata,,Aves,Strigiformes,,Tytonidae,Tyto,Tyto capensis,,,,355-520 g,,380-420 mm
20817,Purple-crested turaco,Animalia,Chordata,,Aves,Musophagiformes,,Musophagidae,Gallirex,Gallirex porphyreolophus,,,,,,
20818,Baillon's crake,Animalia,Chordata,,Aves,Gruiformes,,Rallidae,Zapornia,Zapornia pusilla,,,,,,
20819,Mariana crow,Animalia,Chordata,,Aves,Passeriformes,,Corvidae,Corvus,Corvus kubaryi,,,,,,
20820,Spectacled Eider,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Somateria,Somateria fischeri,"360,000",8 yrs,,1.6 kg,,52-56 cm
20821,Guinea turaco,Animalia,Chordata,,Aves,Musophagiformes,,Musophagidae,Tauraco,Tauraco persa,,,,,,
20822,Bronzed cowbird,Animalia,Chordata,,Aves,Passeriformes,,Icteridae,Molothrus,Molothrus aeneus,,,,,,
20823,Markham's storm petrel,Animalia,Chordata,,Aves,Procellariiformes,,Hydrobatidae,Hydrobates,Oceanodroma markhami,,,,,,
20824,Pauraque,Animalia,Chordata,,Aves,Caprimulgiformes,,Caprimulgidae,Nyctidromus,Nyctidromus albicollis,,,,,,
20825,Golden-fronted woodpecker,Animalia,Chordata,,Aves,Piciformes,,Picidae,Melanerpes,Melanerpes aurifrons,,,,66-99 g,,20.3-24.3 mm
20826,Velvet scoter,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Melanitta,Melanitta fusca,,,,,,
20827,White-winged tern,Animalia,Chordata,,Aves,Charadriiformes,,Laridae,Chlidonias,Chlidonias leucopterus,,,,,,
20828,Ridgway's rail,Animalia,Chordata,,Aves,Gruiformes,,Rallidae,Rallus,Rallus obsoletus,,,,,,
20829,African crake,Animalia,Chordata,,Aves,Gruiformes,,Rallidae,Crex,Crecopsis egregia,,,,,,
20830,Malayan peacock-pheasant,Animalia,Chordata,,Aves,Galliformes,,Phasianidae,Polyplectron,Polyplectron malacense,,,,,,
20831,African openbill,Animalia,Chordata,,Aves,Ciconiiformes,,Ciconiidae,Anastomus,Anastomus lamelligerus,,,,,,
20832,Black-headed heron,Animalia,Chordata,,Aves,Pelecaniformes,,Ardeidae,Ardea,Ardea melanocephala,,,,,,
20833,Spangled kookaburra,Animalia,Chordata,,Aves,Coraciiformes,Alcedini,Alcedinidae,Dacelo,Dacelo tyro,,,,,,
20834,Madagascan owl,Animalia,Chordata,,Aves,Strigiformes,,Strigidae,Asio,Asio madagascariensis,,,,,,
20835,Black-and-chestnut eagle,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Spizaetus,Spizaetus isidori,,,,,,
20836,Regent parrot,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Polytelis,Polytelis anthopeplus,,,,,,
20837,Masked shrike,Animalia,Chordata,,Aves,Passeriformes,,Laniidae,Lanius,Lanius nubicus,,,,,,
20838,Bay-breasted warbler,Animalia,Chordata,,Aves,Passeriformes,,Parulidae,Setophaga,Setophaga castanea,,,,,,
20839,Red-legged honeycreeper,Animalia,Chordata,,Aves,Passeriformes,,Thraupidae,Cyanerpes,Cyanerpes cyaneus,,,,,,
20840,Sprague's Pipit,Animalia,Chordata,,Aves,Passeriformes,,Motacillidae,Anthus,Anthus spragueii,1.2 mln,,,22-26 g,,10-15 cm
20841,Baird's sandpiper,Animalia,Chordata,,Aves,Charadriiformes,,Scolopacidae,Calidris,Calidris bairdii,,,,,,
20842,Tiger shrike,Animalia,Chordata,,Aves,Passeriformes,,Laniidae,Lanius,Lanius tigrinus,,,,,,
20843,Lesser coucal,Animalia,Chordata,,Aves,Cuculiformes,,Cuculidae,Centropus,Centropus bengalensis,,,,,,
20844,White-rumped sandpiper,Animalia,Chordata,,Aves,Charadriiformes,,Scolopacidae,Calidris,Calidris fuscicollis,,,,40-60 g,,170-185 mm
20845,Elegant trogon,Animalia,Chordata,,Aves,Trogoniformes,,Trogonidae,Trogon,Trogon elegans,,,,,,
20846,Common babbler,Animalia,Chordata,,Aves,Passeriformes,,Leiotrichidae,Argya,Argya caudata,,,,,,
20847,Cape petrel,Animalia,Chordata,,Aves,Procellariiformes,,Procellariidae,Daption,Daption capense,,,,,,
20848,Martinique macaw,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Ara,Ara martinicus,,,,,,
20849,Scott's oriole,Animalia,Chordata,,Aves,Passeriformes,,Icteridae,Icterus,Icterus parisorum,,6.5 years,,,,
20850,Woodpecker finch,Animalia,Chordata,,Aves,Passeriformes,,Thraupidae,Geospiza,Camarhynchus pallidus,,,,,,
20851,Magellanic woodpecker,Animalia,Chordata,,Aves,Piciformes,,Picidae,Campephilus,Campephilus magellanicus,,,,,,
20852,Indian scops owl,Animalia,Chordata,,Aves,Strigiformes,,Strigidae,Otus,Otus bakkamoena,,,,,,
20853,Pale-billed flowerpecker,Animalia,Chordata,,Aves,Passeriformes,,Dicaeidae,Dicaeum,Dicaeum erythrorhynchos,,,,,,
20854,Copper pheasant,Animalia,Chordata,,Aves,Galliformes,,Phasianidae,Syrmaticus,Syrmaticus soemmerringii,,,,,,
20855,Chattering lory,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Lorius,Lorius garrulus,,,,,,
20856,Grey tit,Animalia,Chordata,,Aves,Passeriformes,,Paridae,Melaniparus,Melaniparus afer,,,,,,
20857,Walden's hornbill,Animalia,Chordata,,Aves,Bucerotiformes,,Bucerotidae,Rhabdotorrhinus,Rhabdotorrhinus waldeni,,,,,,
20858,Chatham raven,Animalia,Chordata,,Aves,Passeriformes,,Corvidae,Corvus,Corvus moriorum,,,,,,
20859,Black bulbul,Animalia,Chordata,,Aves,Passeriformes,,Pycnonotidae,Hypsipetes,Hypsipetes leucocephalus,,,,,,
20860,Noisy friarbird,Animalia,Chordata,,Aves,Passeriformes,,Meliphagidae,Philemon,Philemon corniculatus,,,,,,
20861,Crab-Plover,Animalia,Chordata,,Aves,Charadriiformes,Lari,Dromadidae,Dromas,Dromas ardeola,60-80 thou,9.6 yrs,,230-330 g,,38-41 cm
20862,Yellow-billed blue magpie,Animalia,Chordata,,Aves,Passeriformes,,Corvidae,Urocissa,Urocissa flavirostris,,,,,,
20863,Least grebe,Animalia,Chordata,,Aves,Podicipediformes,,Podicipedidae,Tachybaptus,Tachybaptus dominicus,,,,,,
20864,Ashy drongo,Animalia,Chordata,,Aves,Passeriformes,,Dicruridae,Dicrurus,Dicrurus leucophaeus,,,,,,
20865,Imperial shag,Animalia,Chordata,,Aves,Suliformes,,Phalacrocoracidae,Leucocarbo,Leucocarbo atriceps,,,,,,
20866,Sooty falcon,Animalia,Chordata,,Aves,Falconiformes,,Falconidae,Falco,Falco concolor,,,,,,
20867,Brown hawk-owl,Animalia,Chordata,,Aves,Strigiformes,,Strigidae,Ninox,Ninox scutulata,,,,,,
20868,Bugun liocichla,Animalia,Chordata,,Aves,Passeriformes,,Leiotrichidae,Liocichla,Liocichla bugunorum,,,,,,
20869,Greater thornbird,Animalia,Chordata,,Aves,Passeriformes,,Furnariidae,Phacellodomus,Phacellodomus ruber,,,,,,
20870,Brown wood owl,Animalia,Chordata,,Aves,Strigiformes,,Strigidae,Strix,Strix leptogrammica,,,,,,
20871,Long-tailed parakeet,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Belocercus,Psittacula longicauda,,,,,,
20872,Musk duck,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Biziura,Biziura lobata,,,,0.9-3.6 kg,,61-92 cm
20873,Palila,Animalia,Chordata,,Aves,Passeriformes,,Fringillidae,Loxioides,Loxioides bailleui,,,,,,
20874,Bridled tern,Animalia,Chordata,,Aves,Charadriiformes,,Laridae,Onychoprion,Onychoprion anaethetus,,,,,,
20875,Magnificent bird-of-paradise,Animalia,Chordata,,Aves,Passeriformes,,Paradisaeidae,Cicinnurus,Cicinnurus magnificus,,,,128-190 g,,16-26 cm
20876,Masked duck,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Nomonyx,Nomonyx dominicus,,,,,,
20877,Black-headed bunting,Animalia,Chordata,,Aves,Passeriformes,,Emberizidae,Emberiza,Emberiza melanocephala,,,,,,
20878,Oriental bay owl,Animalia,Chordata,,Aves,Strigiformes,,Tytonidae,Phodilus,Phodilus badius,,,,,,
20879,African green pigeon,Animalia,Chordata,,Aves,Columbiformes,,Columbidae,Treron,Treron calvus,,,,,,
20880,Rufous-bellied kookaburra,Animalia,Chordata,,Aves,Coraciiformes,Alcedini,Alcedinidae,Dacelo,Dacelo gaudichaud,,,,,,
20881,Eurasian penduline tit,Animalia,Chordata,,Aves,Passeriformes,,Remizidae,Remiz,Remiz pendulinus,,,,,,
20882,Malachite sunbird,Animalia,Chordata,,Aves,Passeriformes,,Nectariniidae,Nectarinia,Nectarinia famosa,,,,,,
20883,Cape sugarbird,Animalia,Chordata,,Aves,Passeriformes,,Promeropidae,Promerops,Promerops cafer,,,,,,
20884,Collared sparrowhawk,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Accipiter,Accipiter cirrocephalus,,,,,,
20885,Swainson's warbler,Animalia,Chordata,,Aves,Passeriformes,,Parulidae,Limnothlypis,Limnothlypis swainsonii,,,,,,
20886,Australian hobby,Animalia,Chordata,,Aves,Falconiformes,,Falconidae,Falco,Falco longipennis,,,,,,
20887,Rufous-necked hornbill,Animalia,Chordata,,Aves,Bucerotiformes,,Bucerotidae,Aceros,Aceros nipalensis,,,,,,
20888,Black-cowled oriole,Animalia,Chordata,,Aves,Passeriformes,,Icteridae,Icterus,Icterus prosthemelas,,,,,,
20889,Solitary eagle,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Buteogallus,Buteogallus solitarius,,,,,,
20890,Blue pitta,Animalia,Chordata,,Aves,Passeriformes,,Pittidae,Hydrornis,Hydrornis cyaneus,,,,,,
20891,Malabar trogon,Animalia,Chordata,,Aves,Trogoniformes,,Trogonidae,Harpactes,Harpactes fasciatus,,,,,,
20892,Yellow-shouldered blackbird,Animalia,Chordata,,Aves,Passeriformes,,Icteridae,Agelaius,Agelaius xanthomus,,,,,,
20893,Brown honeyeater,Animalia,Chordata,,Aves,Passeriformes,,Meliphagidae,Lichmera,Lichmera indistincta,,,,,,
20894,Blue quail,Animalia,Chordata,,Aves,Galliformes,,Phasianidae,Synoicus,Excalfactoria adansonii,,,,43-44 g,,14-16.5 cm
20895,Pygmy cormorant,Animalia,Chordata,,Aves,Suliformes,,Phalacrocoracidae,Microcarbo,Microcarbo pygmaeus,,,,,,
20896,Red-billed buffalo weaver,Animalia,Chordata,,Aves,Passeriformes,,Ploceidae,Bubalornis,Bubalornis niger,,,,,,
20897,Weebill,Animalia,Chordata,,Aves,Passeriformes,,Acanthizidae,Smicrornis,Smicrornis brevirostris,,,,,,
20898,African olive pigeon,Animalia,Chordata,,Aves,Columbiformes,,Columbidae,Columba,Columba arquatrix,,,,,,
20899,Violet turaco,Animalia,Chordata,,Aves,Musophagiformes,,Musophagidae,Musophaga,Tauraco violaceus,,,,,,
20900,Marsh sandpiper,Animalia,Chordata,,Aves,Charadriiformes,,Scolopacidae,Tringa,Tringa stagnatilis,,,,,,
20901,Pied oystercatcher,Animalia,Chordata,,Aves,Charadriiformes,,Haematopodidae,Haematopus,Haematopus longirostris,,,,,,
20902,Great slaty woodpecker,Animalia,Chordata,,Aves,Piciformes,,Picidae,Mulleripicus,Mulleripicus pulverulentus,,,,,,
20903,Northern giant petrel,Animalia,Chordata,,Aves,Procellariiformes,,Procellariidae,Macronectes,Macronectes halli,,,,,,
20904,Orange-fronted parakeet,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Eupsittula,Eupsittula canicularis,,,,,,
20905,White-throated fantail,Animalia,Chordata,,Aves,Passeriformes,,Rhipiduridae,Rhipidura,Rhipidura albicollis,,,,,,
20906,Yellow-bellied siskin,Animalia,Chordata,,Aves,Passeriformes,,Fringillidae,Spinus,Spinus xanthogastrus,,,,,,
20907,Chaco eagle,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Buteogallus,Buteogallus coronatus,,,,,,
20908,Violet sabrewing,Animalia,Chordata,,Aves,Apodiformes,,Trochilidae,Campylopterus,Campylopterus hemileucurus,,,,9-12 g,,15.24 cm
20909,Mitred parakeet,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Psittacara,Psittacara mitratus,,,,,,
20910,Striated pardalote,Animalia,Chordata,,Aves,Passeriformes,,Pardalotidae,Pardalotus,Pardalotus striatus,,,,,,
20911,Woodchat shrike,Animalia,Chordata,,Aves,Passeriformes,,Laniidae,Lanius,Lanius senator,,,,,,
20912,Green kingfisher,Animalia,Chordata,,Aves,Coraciiformes,Alcedini,Alcedinidae,Chloroceryle,Chloroceryle americana,,,,,,
